#PATH-POINTS-START mobile goal 1
-156.258,1.184,120,90
-154.629,2.345,120
-153.001,3.506,120
-151.372,4.667,120
-149.744,5.828,120
-148.115,6.989,120
-146.487,8.15,120
-144.858,9.311,120
-143.229,10.472,120
-141.601,11.633,120
-139.972,12.794,120
-138.344,13.954,120
-136.715,15.115,120
-135.087,16.276,120
-133.458,17.437,120
-131.829,18.598,120
-130.201,19.759,120
-128.572,20.92,120
-126.944,22.081,120
-125.315,23.242,120
-123.687,24.403,120
-122.058,25.564,120
-120.429,26.725,120
-119.766,28.502,120,180
-119.398,30.468,120
-119.029,32.434,120
-118.66,34.399,120
-118.581,34.825,120,180
-118.581,34.825,0,180
#PATH-POINTS-START full goal 1
-118.779,34.884,120,180
-116.849,35.408,120
-114.919,35.933,120
-112.989,36.457,120
-111.059,36.981,120
-109.129,37.505,120
-107.199,38.029,120
-105.269,38.553,120
-103.338,39.077,120
-101.408,39.601,120
-99.478,40.125,120
-97.548,40.649,120
-95.618,41.173,120
-93.688,41.697,120
-91.758,42.221,120
-89.828,42.745,120
-87.897,43.269,120
-85.967,43.793,120
-84.037,44.318,120
-82.107,44.842,120
-80.177,45.366,120
-78.247,45.89,120
-76.317,46.414,120
-74.387,46.938,120
-72.48,47.499,120,50
-71.147,48.991,120
-69.815,50.483,120
-68.483,51.974,120
-67.151,53.466,120
-65.818,54.958,120
-64.486,56.449,120
-63.154,57.941,120
-61.822,59.433,120
-60.489,60.924,120
-59.157,62.416,120
-57.825,63.908,120
-56.492,65.399,120
-55.16,66.891,120
-53.828,68.383,120
-52.496,69.874,120
-51.163,71.366,120
-49.831,72.858,120
-48.499,74.349,120
-47.167,75.841,120
-45.834,77.333,120
-44.502,78.824,120
-43.17,80.316,120
-41.838,81.808,120
-40.505,83.299,120
-39.173,84.791,120
-37.841,86.283,120
-36.509,87.774,120
-35.176,89.266,120
-33.844,90.758,120
-32.512,92.249,120
-31.18,93.741,120
-29.847,95.233,120
-28.515,96.724,120
-27.183,98.216,120
-25.851,99.708,120
-24.518,101.199,120
-23.186,102.691,120
-21.854,104.183,120
-20.522,105.675,120
-19.189,107.166,120
-17.857,108.658,120
-16.525,110.15,120
-15.192,111.641,120
-13.86,113.133,120
-12.528,114.625,120
-11.196,116.116,120
-9.863,117.608,120
-8.531,119.1,120
-7.199,120.591,120
-5.867,122.083,120
-4.534,123.575,120
-3.202,125.066,120
-1.87,126.558,120
-0.538,128.05,120
-0.428,129.391,120,0
-2.087,130.509,120
-3.754,131.614,120
-5.433,132.701,120
-7.126,133.765,120
-8.841,134.795,120
-10.584,135.774,120
-12.372,136.67,120
-14.228,137.411,120
-16.183,137.805,120
-18.131,137.444,120
-19.845,136.419,120
-21.532,135.346,120
-23.339,134.494,120
-25.248,133.901,120
-27.213,133.53,120
-29.202,133.331,120
-31.201,133.265,120
-33.114,133.009,120,240.0000073242187
-34.761,131.875,120
-36.427,130.769,120
-38.113,129.693,120
-39.822,128.654,120
-41.555,127.655,120
-43.314,126.703,120
-45.101,125.805,120
-46.918,124.97,120
-48.766,124.206,120
-50.646,123.523,120
-52.555,122.93,120
-54.492,122.433,120
-56.452,122.036,120
-58.43,121.738,120
