-59.422, 60.231, 97.241
-57.439, 59.975, 97.241
-55.455, 59.718, 97.241
-53.48, 59.409, 97.438
-51.508, 59.071, 97.438
-49.541, 58.71, 97.628
-47.585, 58.297, 97.628
-45.628, 57.884, 97.628
-43.686, 57.405, 97.809
-41.745, 56.923, 97.809
-39.814, 56.403, 97.981
-37.89, 55.858, 97.981
-35.97, 55.298, 98.144
-34.063, 54.695, 98.144
-32.156, 54.091, 98.144
-30.265, 53.441, 98.298
-28.376, 52.785, 98.298
-26.495, 52.104, 98.442
-24.623, 51.4, 98.442
-22.754, 50.688, 98.58
-20.899, 49.941, 98.58
-19.044, 49.193, 98.58
-17.203, 48.413, 98.711
-15.364, 47.627, 98.711
-13.532, 46.823, 98.837
-11.709, 46.002, 98.837
-9.888, 45.175, 98.96
-8.078, 44.323, 98.96
-6.269, 43.471, 98.96
-4.471, 42.595, 99.081
-2.675, 41.716, 99.081
-0.886, 40.822, 99.203
0.899, 39.919, 99.203
2.68, 39.008, 99.329
4.454, 38.086, 99.329
6.227, 37.16, 99.462
7.993, 36.222, 99.462
9.759, 35.282, 99.605
11.518, 34.331, 99.605
13.277, 33.379, 99.765
15.031, 32.419, 99.765
16.786, 31.459, 99.765
18.537, 30.493, 99.948
20.289, 29.528, 99.948
22.04, 28.561, 99.837
23.791, 27.594, 99.577
25.543, 26.631, 97.018
27.297, 25.67, 94.364
29.055, 24.715, 91.633
30.816, 23.767, 88.818
32.581, 22.827, 85.91
34.355, 21.903, 82.901
36.133, 20.988, 79.778
37.925, 20.1, 76.528
39.73, 19.238, 73.134
41.547, 18.403, 69.575
43.384, 17.612, 65.823
45.248, 16.887, 61.844
47.139, 16.238, 57.592
49.064, 15.699, 53.001
51.026, 15.324, 47.976
53.019, 15.2, 42.362
54.979, 15.535, 35.908
56.719, 16.488, 33.673
57.915, 18.066, 61.209
58.588, 19.94, 74.668
58.893, 21.912, 83.749
58.987, 23.908, 99.12
59.013, 25.908, 98.942
59.051, 27.907, 98.727
59.103, 29.907, 98.467
59.172, 31.905, 98.153
59.262, 33.903, 97.777
59.378, 35.9, 96.799
59.53, 37.894, 96.18
59.728, 39.884, 94.68
59.986, 41.867, 92.935
60.326, 43.838, 91.318
60.771, 45.788, 90.668
61.328, 47.708, 93.818
61.97, 49.602, 99.273
62.635, 51.488, 96.706
63.273, 53.384, 95.647
63.861, 55.295, 95.794
64.396, 57.222, 96.416
64.882, 59.162, 96.765
65.328, 61.112, 97.437
65.738, 63.069, 97.739
66.121, 65.032, 95.155
66.019, 64.585, 94.54
65.581, 62.634, 94.698
65.075, 60.699, 95.167
64.503, 58.782, 95.47
63.876, 56.883, 95.814
63.199, 55.002, 96.192
62.476, 53.137, 96.599
61.709, 51.29, 97.481
60.91, 49.457, 97.945
60.084, 47.635, 98.419
59.24, 45.822, 98.897
58.381, 44.016, 99.857
57.516, 42.212, 99.67
56.653, 40.408, 99.204
55.796, 38.601, 98.75
54.954, 36.787, 97.887
54.133, 34.963, 95.43
53.338, 33.128, 92.73
52.573, 31.28, 89.95
51.845, 29.418, 87.08
51.163, 27.538, 84.113
50.527, 25.641, 81.037
49.941, 23.729, 77.84
49.408, 21.802, 74.506
48.931, 19.86, 71.015
48.511, 17.905, 67.344
48.15, 15.938, 63.46
47.848, 13.96, 59.323
47.607, 11.975, 54.875
47.425, 9.984, 50.033
47.301, 7.988, 44.669
47.233, 5.989, 38.566
47.221, 3.989, 31.295
