#PATH-POINTS-START part1
-155.417,-2.113,120,90
-154.087,-0.62,120
-152.767,0.883,120
-151.458,2.395,120
-150.162,3.918,120
-148.879,5.452,120
-147.613,7,120
-146.364,8.563,120
-145.137,10.142,120
-143.933,11.739,120
-142.757,13.357,120
-141.615,14.998,120
-140.51,16.665,120
-139.448,18.36,120
-138.429,20.081,120
-137.436,21.817,120
-136.414,23.536,120
-135.268,25.174,120
-133.94,26.668,120
-132.466,28.018,120
-130.901,29.264,120
-129.284,30.44,120
-127.635,31.571,120
-125.965,32.673,120
-124.282,33.753,120
-122.589,34.818,120
-120.889,35.871,120
-119.576,36.345,120,180
-119.887,34.37,120
-120.093,32.381,120
-120.197,30.384,120
-120.186,28.384,120
-120.062,26.388,120
-119.817,24.404,120
-119.439,22.44,120
-118.924,20.508,120
-118.261,18.622,120
-117.441,16.799,120
-116.449,15.063,120
-115.276,13.445,120
-113.918,11.978,120
-112.372,10.712,120
-110.657,9.688,120
-108.799,8.952,120
-106.849,8.522,120
-104.854,8.401,120
-102.863,8.564,120
-100.907,8.979,120
-99.01,9.607,120
-97.179,10.41,120
-95.418,11.356,120
-93.727,12.424,120
-92.104,13.592,120
-90.543,14.842,120
-89.041,16.162,120
-87.593,17.541,120
-86.195,18.971,120
-84.847,20.449,120
-83.54,21.963,120
-82.274,23.511,120
-81.048,25.091,120
-79.855,26.696,120
-78.696,28.326,120
-77.569,29.978,120
-76.469,31.649,120
-75.398,33.337,120
-74.354,35.043,120
-73.334,36.764,120
-72.337,38.497,120
-71.362,40.243,120,30.000000000000007
-70.278,41.923,120
-69.171,43.589,120
-68.064,45.255,120
-66.957,46.921,120
-65.85,48.586,120
-64.743,50.252,120
-63.636,51.918,120
-62.529,53.583,120
-61.422,55.249,120
-60.315,56.915,120
-59.208,58.581,120
-58.101,60.246,120
-56.994,61.912,120
-55.887,63.578,120
-54.78,65.243,120
-53.673,66.909,120
-52.566,68.575,120
-51.459,70.241,120
-50.352,71.906,120
-49.246,73.572,120
-48.139,75.238,120
-47.032,76.903,120
-45.925,78.569,120
-44.818,80.235,120
-43.711,81.901,120
-42.604,83.566,120
-41.497,85.232,120
-40.39,86.898,120
-39.283,88.563,120
-38.176,90.229,120
